position,cp,dtm,dtz,proven_depth
JFM2QhEREBEAAAEAAAAAAAAAAAAIAAAAd3d3dwq5nKgdAQ,59,0,0,32798
JFM2QhEREBEAAAEAAAAAAAAAAAAACAAAd3d3dwq5nKgdAQ,41,0,0,32798
JFM2QhEREBEAAAEAAAAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,8,0,0,32798
JFM2QhEREBEAAAEAAAAAAAAAAAAAAACAd3d3d4q5nKAdAQ,62,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAHAAAAAAd3d3B4q5nKgdAQ,35,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAAAABwd3d3B4q5nKgdAQ,-6,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAAAAAHd3d3cIq5nKgdAQ,0,0,0,32798
JFM2QhERAREAABAAAAAAAAAAcAAAAAAAd3cHd4q5nKgdAQ,25,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAAAHAAd3cHd4q5nKgdAQ,45,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAAAAcAd3dwd4q5nKgdAQ,-52,0,0,32798
JFM2QhERAREAABAAAAAAAABwAAAAAAAAdwd3d4q5nKgdAQ,-69,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAAcAAAdwd3d4q5nKgdAQ,9,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAABwAAd3B3d4q5nKgdAQ,25,0,0,32798
JFM2QhERAREAABAAAAAAAHAAAAAAAAAAB3d3d4q5nKgdAQ,28,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAABwAAAAB3d3d4q5nKgdAQ,22,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAHAAAAcHd3d4q5nKgdAQ,-10,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAIAAAAd3d3dwq5nKgdAQ,40,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAACAAAd3d3dwq5nKgdAQ,-49,0,0,32798
JFM2QhERAREAABAAAAAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,-56,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAHAAAAAAd3d3B4q5nKgdAQ,40,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAAABwd3d3B4q5nKgdAQ,34,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAAAAHd3d3cIq5nKgdAQ,20,0,0,32798
JFM2QhERERAAAAABAAAAAAAAcAAAAAAAd3cHd4q5nKgdAQ,55,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAAHAAd3cHd4q5nKgdAQ,66,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAAAcAd3dwd4q5nKgdAQ,24,0,0,32798
JFM2QhERERAAAAABAAAAAABwAAAAAAAAdwd3d4q5nKgdAQ,18,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAcAAAdwd3d4q5nKgdAQ,35,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAABwAAd3B3d4q5nKgdAQ,21,0,0,32798
JFM2QhERERAAAAABAAAAAHAAAAAAAAAAB3d3d4q5nKgdAQ,41,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAABwAAAAB3d3d4q5nKgdAQ,46,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAHAAAAcHd3d4q5nKgdAQ,45,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAIAAAAd3d3dwq5nKgdAQ,49,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAACAAAd3d3dwq5nKgdAQ,25,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,21,0,0,32798
JFM2QhERERAAAAABAAAAAAAAAAAAAACAd3d3d4q5nKAdAQ,69,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAHAAAAAAd3d3B4q5nKgdAQ,70,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAAAABwd3d3B4q5nKgdAQ,28,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAAAAAHd3d3cIq5nKgdAQ,23,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAcAAAAAAAd3cHd4q5nKgdAQ,37,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAAAHAAd3cHd4q5nKgdAQ,91,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAAAAcAd3dwd4q5nKgdAQ,11,0,0,32798
JFM2QhEREQEAAAAQAAAAAABwAAAAAAAAdwd3d4q5nKgdAQ,-11,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAAcAAAdwd3d4q5nKgdAQ,28,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAABwAAd3B3d4q5nKgdAQ,11,0,0,32798
JFM2QhEREQEAAAAQAAAAAHAAAAAAAAAAB3d3d4q5nKgdAQ,30,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAABwAAAAB3d3d4q5nKgdAQ,27,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAHAAAAcHd3d4q5nKgdAQ,18,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAACAAAd3d3dwq5nKgdAQ,22,0,0,32798
JFM2QhEREQEAAAAQAAAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,-8,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAHAAAAAAd3d3B4q5nKgdAQ,60,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAAAABwd3d3B4q5nKgdAQ,18,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAAAAAHd3d3cIq5nKgdAQ,15,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAcAAAAAAAd3cHd4q5nKgdAQ,26,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAAAHAAd3cHd4q5nKgdAQ,92,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAAAAcAd3dwd4q5nKgdAQ,-13,0,0,32798
JFM2QhAREREAAAAAAQAAAABwAAAAAAAAdwd3d4q5nKgdAQ,-15,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAAcAAAdwd3d4q5nKgdAQ,22,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAABwAAd3B3d4q5nKgdAQ,7,0,0,32798
JFM2QhAREREAAAAAAQAAAHAAAAAAAAAAB3d3d4q5nKgdAQ,134,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAABwAAAAB3d3d4q5nKgdAQ,9,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAHAAAAcHd3d4q5nKgdAQ,3,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAACAAAd3d3dwq5nKgdAQ,0,0,0,32798
JFM2QhAREREAAAAAAQAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,-26,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAHAAAAAAd3d3B4q5nKgdAQ,24,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAAABwd3d3B4q5nKgdAQ,-6,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAAAAHd3d3cIq5nKgdAQ,-1,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAcAAAAAAAd3cHd4q5nKgdAQ,37,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAAHAAd3cHd4q5nKgdAQ,47,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAAAcAd3dwd4q5nKgdAQ,-22,0,0,32798
JFM2QgEREREAAAAAEAAAAABwAAAAAAAAdwd3d4q5nKgdAQ,-23,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAcAAAdwd3d4q5nKgdAQ,-7,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAABwAAd3B3d4q5nKgdAQ,-11,0,0,32798
JFM2QgEREREAAAAAEAAAAHAAAAAAAAAAB3d3d4q5nKgdAQ,29,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAABwAAAAB3d3d4q5nKgdAQ,2,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAHAAAAcHd3d4q5nKgdAQ,1,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAIAAAAd3d3dwq5nKgdAQ,32,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAACAAAd3d3dwq5nKgdAQ,21,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,-26,0,0,32798
JFM2QgEREREAAAAAEAAAAAAAAAAAAACAd3d3d4q5nKAdAQ,26,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAHAAAAAAd3d3B4q5nKgdAQ,98,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAAABwd3d3B4q5nKgdAQ,41,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAAAAHd3d3cIq5nKgdAQ,26,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAcAAAAAAAd3cHd4q5nKgdAQ,53,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAAHAAd3cHd4q5nKgdAQ,66,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAAAcAd3dwd4q5nKgdAQ,24,0,0,32798
JFM2QhEQEREAAAAAAAEAAABwAAAAAAAAdwd3d4q5nKgdAQ,61,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAcAAAdwd3d4q5nKgdAQ,31,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAABwAAd3B3d4q5nKgdAQ,25,0,0,32798
JFM2QhEQEREAAAAAAAEAAHAAAAAAAAAAB3d3d4q5nKgdAQ,96,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAABwAAAAB3d3d4q5nKgdAQ,49,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAHAAAAcHd3d4q5nKgdAQ,43,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAIAAAAd3d3dwq5nKgdAQ,75,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAACAAAd3d3dwq5nKgdAQ,52,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAAIAAd3d3d4q5nKAdAQ,23,0,0,32798
JFM2QhEQEREAAAAAAAEAAAAAAAAAAACAd3d3d4q5nKAdAQ,114,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAHAAAAAAd3d3B4q5nKgdAQ,120,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAAABwd3d3B4q5nKgdAQ,60,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAAAAHd3d3cIq5nKgdAQ,48,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAcAAAAAAAd3cHd4q5nKgdAQ,62,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAAHAAd3cHd4q5nKgdAQ,149,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAAAcAd3dwd4q5nKgdAQ,38,0,0,32798
JFM2QhEBEREAAAAAABAAAABwAAAAAAAAdwd3d4q5nKgdAQ,24,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAcAAAdwd3d4q5nKgdAQ,48,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAABwAAd3B3d4q5nKgdAQ,34,0,0,32798
JFM2QhEBEREAAAAAABAAAHAAAAAAAAAAB3d3d4q5nKgdAQ,115,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAABwAAAAB3d3d4q5nKgdAQ,87,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAHAAAAcHd3d4q5nKgdAQ,45,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAIAAAAd3d3dwq5nKgdAQ,109,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAACAAAd3d3dwq5nKgdAQ,78,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAAIAAd3d3d4q5nKAdAQ,23,0,0,32798
JFM2QhEBEREAAAAAABAAAAAAAAAAAACAd3d3d4q5nKAdAQ,129,0,0,32798
JFM2QBERAAEAACAAAABxcAAAAAAAAAAAd3dwcIq5nKgdAQ,139,0,0,32798
JFMGQBERABEAACAAAANxAAAAAHcAAAAAd3dwAIq5nKgdAQ,87,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAABwd3dwAIq5nKgdAQ,-68,0,0,32798
BFM2QBERABEAAiAAAABxAAAAAAcAAABwd3dwAIq5nKgdAQ,-44,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAHAAAAAAd3dwB4q5nKgdAQ,48,0,0,32798
JFMGQhERAxEAAAAAAABxAAAAAAAAAABwd3dwB4q5nKgdAQ,-47,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAABwd3dwB4q5nKgdAQ,6,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAABwd3dwB4q5nKgdAQ,-50,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAABwd3dwB4q5nKgdAQ,0,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAHAAd3cAcIq5nKgdAQ,500,0,0,32798
JFMGQBERABEAAAAAAANxBwBwAgAAAAAAdwdwcIq5nKgdAQ,-15,0,0,32798
JFMGQBERABEAAAAAAANxBwBwAAIAAAAAdwdwcIq5nKgdAQ,-333,0,0,32798
JFMGQBERABEAACAAAANxAABwAAcAAAAAdwdwcIq5nKgdAQ,29,0,0,32798
BFMGQBERABEAAiAAAANxBwAAAAAAcAAAdwdwcIq5nKgdAQ,-118,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAcAAAdwdwcIq5nKgdAQ,36,0,0,32798
BFM2QBERABEAAiAAAABxAAAAAAcAcAAAdwdwcIq5nKgdAQ,-80,0,0,32798
BFMGQBERABEAAiAAAANxBwAAAAAABwAAd3BwcIq5nKgdAQ,95,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcABwAAd3BwcIq5nKgdAQ,34,0,0,32798
JFMGQBERABEAACAAAANxAHAAAAcAAAAAB3dwcIq5nKgdAQ,19,0,0,32798
BFMGQBERABEAAnAAAANxAAAAAAAAAAAAd3dwcIq5nKgdAQ,-136,0,0,32798
JFMGQBERAxEAACAAAABxBwAAAAAAAAAAd3dwcIq5nKgdAQ,-156,0,0,32798
JFMGQBERABEAACAAAANxBwAAAAAAAAAAd3dwcIq5nKgdAQ,-142,0,0,32798
JFMGQBERABEAAAAAAANxBwAAAgAACAAAd3dwcAq5nKgdAQ,113,0,0,32798
JFMGQBERABEAAAAAAANxBwAAAgAAAIAAd3dwcIq5nKAdAQ,413,0,0,32798
JFMGQBERABEAAAAAAANxBwAAAgAAAACAd3dwcIq5nKAdAQ,39,0,0,32798
JFMGQBERABEAAAAAAANxBwAAAgAAAACQd3dwcIq5DKgdAQ,328,0,0,32798
JFMGQBERABEAAAAAAANxtwAAAgAAAAAAd3dwcIoJnKgdAQ,-154,0,0,32798
JFMGQBERABEAAAAAAANxBwAAAgAAAAAAd3d7cIoJnKgdAQ,131,0,0,32798
BFM2QBERABEAAiAAAABxBwAAAAAAAAAAd3dwcIq5nKgdAQ,-52,0,0,32798
BFMGQBERABEAAiAAAANxBwAAAAAACAAAd3dwcAq5nKgdAQ,-124,0,0,32798
BFMGQBERABEAAiAAAANxBwAAAAAAAIAAd3dwcIq5nKAdAQ,207,0,0,32798
BFMGQBERABEAAiAAAANxBwAAAAAAAAAAd3d7cIoJnKgdAQ,141,0,0,32798
JFMGQBERAxEAACAAAABxAAAAAAcACAAAd3dwcAq5nKgdAQ,-163,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcACAAAd3dwcAq5nKgdAQ,-71,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAIAAd3dwcIq5nKAdAQ,57,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAACAd3dwcIq5nKAdAQ,48,0,0,32798
JFMGQBERABEAACAAAANxAAAJAAcAAAAAd3dwcIq5DKgdAQ,239,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAACQd3dwcIq5DKgdAQ,107,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAAAAd3d5cIq5DKgdAQ,139,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAAAAd3dweYq5DKgdAQ,-69,0,0,32798
JFMGQBERABEAACAAAANxAAAAAAcAAAAAd3d7cIoJnKgdAQ,40,0,0,32798
JFM2QBERABEAAAAAAABxAAAAAgcAAAAAd3dweYq5DKgdAQ,-216,0,0,32798
JFM2QBERABEAAAAAAABxAAAAAgcAALAAd3dwcIoJnKgdAQ,-135,0,0,32798
BFM2QBERABEAAiAAAABxAAAAAAcACAAAd3dwcAq5nKgdAQ,-76,0,0,32798
BFM2QBERABEAAiAAkABxAAAAAAcAAAAAd3dwcIq5DKgdAQ,114,0,0,32798
BFM2QBERABEAAiAAAABxAAAAAAcAAAAAd3dweYq5DKgdAQ,-40,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAAAHd3dwcIq5nKgdAQ,20,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAAAHd3dwcIq5nKgdAQ,32,0,0,32798
JFMGQhERAxEAAAAAAABxAAAAcAAAAAAAd3cAd4q5nKgdAQ,-124,0,0,32798
JFMGQhERABEAAAAAAANxAAAAcAAAAAAAd3cAd4q5nKgdAQ,2,0,0,32798
JFM2QBERABEAACAAAABxAAAAcAAAAAAAd3cAd4q5nKgdAQ,12,0,0,32798
BFM2QhERABEAAgAAAABxAAAAcAAAAAAAd3cAd4q5nKgdAQ,16,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAHAAd3cAd4q5nKgdAQ,190,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAHAAd3cAd4q5nKgdAQ,165,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAHAAd3cAd4q5nKgdAQ,208,0,0,32798
JAM2QhERABEAAFAAAABxAABwAAAAAAAAdwdwd4q5nKgdAQ,-66,0,0,32798
JFMGQhERAxEAAAAAAABxAABwAAAAAAAAdwdwd4q5nKgdAQ,-75,0,0,32798
JFMGQhERABEAAAAAAANxAABwAAAAAAAAdwdwd4q5nKgdAQ,-50,0,0,32798
JFM2QBERABEAACAAAABxAABwAAAAAAAAdwdwd4q5nKgdAQ,-16,0,0,32798
BFM2QhERABEAAgAAAABxAABwAAAAAAAAdwdwd4q5nKgdAQ,-80,0,0,32798
JAM2QhERBREAAAAAAABxAAAAAAAAcAAAdwdwd4q5nKgdAQ,-34,0,0,32798
JFMGQhERAxEAAAAAAABxAAAAAAAAcAAAdwdwd4q5nKgdAQ,-47,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAcAAAdwdwd4q5nKgdAQ,-40,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAcAAAdwdwd4q5nKgdAQ,-63,0,0,32798
JFM2QBERABEAAAAgAABxAAAAAAAAcAAAdwdwd4q5nKgdAQ,39,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAcAAAdwdwd4q5nKgdAQ,3,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAABwAAd3Bwd4q5nKgdAQ,-37,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAABwAAd3Bwd4q5nKgdAQ,0,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAABwAAd3Bwd4q5nKgdAQ,2,0,0,32798
JFMGQhERABEAAAAAAANxAHAAAAAAAAAAB3dwd4q5nKgdAQ,0,0,0,32798
JFM2QBERABEAACAAAABxAAAAAABwAAAAB3dwd4q5nKgdAQ,113,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAABwAAAAB3dwd4q5nKgdAQ,115,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAHAAAAcHdwd4q5nKgdAQ,33,0,0,32798
JFM2QhERABEAAAAAAABxAAAAAAAAAAAAd3dwd4q5nKgdAQ,-57,0,0,32798
JAM2QhERBREAAAAAAABxAAAAAAAACAAAd3dwdwq5nKgdAQ,-117,0,0,32798
JAM2QhERBREAAAAAAABxAAAAAAAAAIAAd3dwd4q5nKAdAQ,6,0,0,32798
JAM2QhERBREAAAAAAABxAAAJAAAAAAAAd3dwd4q5DKgdAQ,-21,0,0,32798
JAM2QhERBREAAAAAAABxsAAAAAAAAAAAd3dwd4oJnKgdAQ,-56,0,0,32798
JAM2QhERABEAAFAAAABxAAAAAAAACAAAd3dwdwq5nKgdAQ,-85,0,0,32798
JAM2QhERABEAAFAAAABxAAAAAAAAkAAAd3dwd4q5DKgdAQ,13,0,0,32798
JAM2QhERABEAAFAAAABxAAAAAAAAAAAAd3d5d4q5DKgdAQ,-14,0,0,32798
JAM2QhERABEAAFAAAABxAAAAAAAAALAAd3dwd4oJnKgdAQ,57,0,0,32798
JAM2QhERABEAAAAAAABxBQAJAAAAAAAAd3dwd4q5DKgdAQ,72,0,0,32798
JFMGQhERAxEAAAAAAABxAAAAAAAACAAAd3dwdwq5nKgdAQ,-48,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAACAAAd3dwdwq5nKgdAQ,-56,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAIAAd3dwd4q5nKAdAQ,-37,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAACAd3dwd4q5nKAdAQ,46,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAAAAd3d4d4q5nKAdAQ,13,0,0,32798
JFMGQhERABEAAAAAkANxAAAAAAAAAAAAd3dwd4q5DKgdAQ,-17,0,0,32798
JFMGQhERABEAAAAAAANxAAAJAAAAAAAAd3dwd4q5DKgdAQ,99,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAAAAd3d5d4q5DKgdAQ,-8,0,0,32798
JFMGQhERABEAAAAAAANxsAAAAAAAAAAAd3dwd4oJnKgdAQ,-72,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAsAAAAAd3dwd4oJnKgdAQ,178,0,0,32798
JFMGQhERABEAAAAAAANxAAAAAAAAAAAAd3d7d4oJnKgdAQ,15,0,0,32798
JFM2QBERAhEAAAAAAABxAAAAAAAACAAAd3dwdwq5nKgdAQ,-24,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAIAAAAd3dwdwq5nKgdAQ,73,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAACAAAd3dwdwq5nKgdAQ,4,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAIAAd3dwd4q5nKAdAQ,-38,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAAAAd3d4d4q5nKAdAQ,4,0,0,32798
JFM2QBERABEAACAAkABxAAAAAAAAAAAAd3dwd4q5DKgdAQ,-6,0,0,32798
JFM2QBERABEAACAAAABxAAAJAAAAAAAAd3dwd4q5DKgdAQ,144,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAkAAAd3dwd4q5DKgdAQ,129,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAAAAd3d5d4q5DKgdAQ,-29,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAALAAd3dwd4oJnKgdAQ,89,0,0,32798
JFM2QBERABEAACAAAABxAAAAAAAAAAAAd3d7d4oJnKgdAQ,32,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAACAAAd3dwdwq5nKgdAQ,-67,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAIAAd3dwd4q5nKAdAQ,66,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAACAd3dwd4q5nKAdAQ,96,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAAAAd3d4d4q5nKAdAQ,37,0,0,32798
BFM2QhERABEAAgAAkABxAAAAAAAAAAAAd3dwd4q5DKgdAQ,0,0,0,32798
BFM2QhERABEAAgAAAABxAAAJAAAAAAAAd3dwd4q5DKgdAQ,67,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAAAAAd3d5d4q5DKgdAQ,39,0,0,32798
BFM2QhERABEAAgAAAABxsAAAAAAAAAAAd3dwd4oJnKgdAQ,-107,0,0,32798
BFM2QhERABEAAgAAAABxAAAAAAAAALAAd3dwd4oJnKgdAQ,99,0,0,32798
JFM2QhEBEBEAAAAAAHABAAAAAAAAAAAAd3dwd4q5nKgdAQ,-2,0,0,32798
JFM2QgEREBEAAAAAkAABAAAABwAAAAAAd3dwd4q5DKgdAQ,-149,0,0,32798
JFM2QBEREhEAAAAAAAABAAAAB3AAAAAAd3dwB4q5nKgdAQ,54,0,0,32798
JFM2QBEREBEAACAAAAABAAAAB3AAAAAAd3dwB4q5nKgdAQ,189,0,0,32798
JFMGQhEREBEAAAAAAAMBAAAABwAAAABwd3dwB4q5nKgdAQ,70,0,0,32798
JFM2QBEREBEAACAAAAABAAAABwAAAABwd3dwB4q5nKgdAQ,142,0,0,32798
BFM2QhEREBEAAgAAAAABAAAABwAAAABwd3dwB4q5nKgdAQ,75,0,0,32798
JFMGQhEREBEAAAAAAAABADAAAHAABwAAd3B3B4q5nKgdAQ,11,0,0,32798
JFMGQhEREBEAAAAAAAABADAAAAAABwBwd3B3B4q5nKgdAQ,6,0,0,32798
JFMGQhEREBEAAAAAAAABAAAAAHBzAAAAB3d3B4q5nKgdAQ,94,0,0,32798
JFMGQhEREBEAAAAAAAABAAAAAABzAABwB3d3B4q5nKgdAQ,56,0,0,32798
JFM2QhEREBEAAAAAAAABAAAAAHAAAAAAd3d3B4q5nKgdAQ,124,0,0,32798
JFM2QhEREBEAAAAAAAABAAAAAAAAAABwd3d3B4q5nKgdAQ,75,0,0,32798
JAM2QhEREBEAAAAAAAABAAAAB1AAAAAHd3dwcIq5nKgdAQ,518,0,0,32798
JFMGQhEREBEAAAAAAAMBAAAABwAAAAAHd3dwcIq5nKgdAQ,108,0,0,32798
JFM2QBEREBEAACAAAAABAAAABwAAAAAHd3dwcIq5nKgdAQ,193,0,0,32798
BFM2QhEREBEAAgAAAAABAAAABwAAAAAHd3dwcIq5nKgdAQ,148,0,0,32798
JFMGQhEREBEAAAAAAAABADAAAAAABwAHd3B3cIq5nKgdAQ,19,0,0,32798
JFMGQhEREBEAAAAAAAABAAAAAABzAAAHB3d3cIq5nKgdAQ,51,0,0,32798
JFM2QhEREBEAAAAAAAABAAAAAAAAAAAHd3d3cIq5nKgdAQ,61,0,0,32798
JAM2QhEREBEAAFAAAAABAAAAdwAAAAAAd3cAd4q5nKgdAQ,80,0,0,32798
JFMGQhEREBEAAAAAAAMBAAAAdwAAAAAAd3cAd4q5nKgdAQ,120,0,0,32798
JFM2QBEREhEAAAAAAAABAAAAdwAAAAAAd3cAd4q5nKgdAQ,105,0,0,32798
JFM2QBEREBEAACAAAAABAAAAdwAAAAAAd3cAd4q5nKgdAQ,149,0,0,32798
BFM2QhEREBEAAgAAAAABAAAAdwAAAAAAd3cAd4q5nKgdAQ,198,0,0,32798
JFMGQhEREBEAAAAAAAMBAAAABwAAAHAAd3cAd4q5nKgdAQ,174,0,0,32798
JFM2QBEREBEAACAAAAABAAAABwAAAHAAd3cAd4q5nKgdAQ,170,0,0,32798
BFM2QhEREBEAAgAAAAABAAAABwAAAHAAd3cAd4q5nKgdAQ,154,0,0,32798
JFMGQhEREBEAAAAAAAABADAAcAAABwAAd3AHd4q5nKgdAQ,94,0,0,32798
JFMGQhEREBEAAAAAAAABADAAAAAAB3AAd3AHd4q5nKgdAQ,69,0,0,32798
JFMGQhEREBEAAAAAAAABAAAAcABzAAAAB3cHd4q5nKgdAQ,164,0,0,32798
JFMGQhEREBEAAAAAAAABAAAAAABzAHAAB3cHd4q5nKgdAQ,107,0,0,32798
